1428095501203,54
1428095502195,53
1428095503211,52
1428095504214,51
1428095530406,60
1428095531454,59
1428095532420,58
1428095533428,57
1428095534433,59
1428095535447,58
1428095536447,57
1428095537455,56
1428095538449,55
1428095539484,54
1428095540704,53
1428095541478,52
1428095542484,51
1428095543489,50
1428095544494,59
1428095545498,59
1428095546506,58
1428095547514,57
1428095548518,56
1428095549534,55
1428095550536,54
1428095551539,60
1428095552563,59
1428095553548,58
1428095554552,59
1428095555557,59
1428095556561,60
1428095557576,59
1428095558589,58
1428095559596,59
1428095560603,58
1428095561613,57
1428095562616,59
1428095563626,58
1428095564636,57
1428095565643,56
1428095566648,55
1428095567656,60
1428095568665,59
1428095570764,58
1428095570830,57
1428095571686,56
1428095572693,55
1428095573701,60
1428095574705,59
1428095575729,58
1428095576718,57
1428095577735,56
1428095578736,55
1428095579746,54
1428095580750,59
1428095581761,58
1428095582760,57
1428095583768,56
1428095584762,55
1428095585778,54
1428095586768,60
1428095587781,60
1428095588784,59
1428095589792,60
1428095590806,59
1428095591793,58
1428095592813,60
1428095593821,59
1428095594833,59
1428095595851,58
1428095596860,57
1428095597849,56
1428095598860,60
1428095599868,59
1428095600917,60
1428095602220,59
1428095602918,58
1428095603897,57
1428095604898,56
1428095605936,55
1428095606949,59
1428095607944,58
1428095608958,57
1428095609939,56
1428095610956,55
1428095611958,54
1428095612964,53
1428095613975,52
1428095614988,51
1428095615990,60
1428095617014,60
1428095618000,59
1428095619013,58
1428095620014,57
1428095621022,56
1428095622019,55
1428095623046,54
1428095624057,53
1428095625052,52
1428095626057,60
1428095627073,59
1428095628077,58
1428095629072,57
1428095630086,60
1428095631099,60
1428095632112,59
1428095633408,60
1428095634129,59
1428095635145,59
1428095636151,60
1428095637143,59
1428095638146,58
1428095639183,60
1428095640172,58
1428095641172,60
1428095642182,59
1428095643187,59
1428095644191,58
1428095645204,57
1428095646208,59
1428095647209,58
1428095648205,57
1428095649215,56
1428095650249,59
1428095651259,58
1428095652250,60
1428095653263,59
1428095654257,58
1428095655275,60
1428095656268,59
1428095657300,59
1428095658292,59
1428095659299,58
1428095660307,57
1428095661313,56
1428095662306,55
1428095663321,60
1428095664330,59
1428095665332,58
1428095666338,57
1428095667554,60
1428095668374,59
1428095669382,58
1428095670390,57
1428095671394,56
1428095672404,55
1428095673412,54
1428095674422,59
1428095675418,58
1428095676422,57
1428095677434,59
1428095678439,58
1428095679430,60
1428095680446,59
1428095681470,59
1428095682459,59
1428095683469,58
1428095684476,57
1428095685485,56
1428095686541,55
1428095687496,60
1428095688541,59
1428095689505,60
1428095690542,60
1428095691545,59
1428095692552,57
1428095693547,56
1428095694562,59
1428095695566,58
1428095696571,60
1428095697574,59
1428095698596,60
1428095699586,59
1428095700598,60
1428095702067,59
1428095702603,58
1428095703630,57
1428095704624,56
1428095705638,55
1428095706639,54
1428095707646,53
1428095708674,52
1428095709688,51
1428095710669,59
1428095711680,60
1428095712696,60
1428095713710,59
1428095714712,58
1428095715717,60
1428095716727,59
1428095717717,58
1428095718722,57
1428095719721,56
1428095720730,55
1428095721741,59
1428095722745,59
1428095723750,58
1428095724754,57
1428095725772,56
1428095726770,55
1428095727766,54
1428095728786,53
1428095729806,60
1428095730805,59
1428095731808,58
1428095733018,60
1428095733818,59
1428095734828,58
1428095735836,57
1428095736841,56
1428095737846,55
1428095738859,54
1428095739868,53
1428095740892,59
1428095741905,58
1428095742907,57
1428095743911,56
1428095744911,55
1428095745915,54
1428095746923,53
1428095747933,52
1428095748934,51
1428095749946,60
1428095750951,60
1428095751947,59
1428095752962,58
1428095753977,57
1428095754975,56
1428095755982,55
1428095756991,54
1428095758003,60
1428095759002,59
1428095760006,58
1428095761030,57
1428095762038,59
1428095763238,58
1428095764047,57
1428095765048,56
1428095766060,55
1428095767063,54
1428095768073,60
1428095769072,60
1428095770109,59
1428095771082,58
1428095772088,57
1428095773096,56
1428095774105,55
1428095775096,54
1428095776114,53
1428095777134,60
1428095778135,60
1428095779130,59
1428095780131,58
1428095781149,57
1428095782151,59
1428095783148,58
1428095784149,57
1428095785183,56
1428095786180,60
1428095787176,60
1428095788188,59
1428095789192,59
1428095790203,58
1428095791206,60
1428095792229,59
1428095793473,59
1428095794230,58
1428095795233,57
1428095796260,56
1428095797258,55
1428095798270,54
1428095799271,53
1428095800276,52
1428095801289,51
1428095802302,59
1428095803303,60
1428095804309,59
1428095805316,58
1428095806328,60
1428095807327,59
1428095808351,58
1428095809356,57
1428095810351,56
1428095811351,59
1428095812369,59
1428095813386,58
1428095814386,57
1428095815389,60
1428095816396,59
1428095817401,58
1428095818415,57
1428095819436,60
1428095820415,59
1428095821436,58
1428095822448,57
1428095823661,56
1428095824448,55
1428095825465,54
1428095826495,59
1428095827485,60
1428095828501,59
1428095829511,58
1428095830522,57
1428095831524,56
1428095832527,55
1428095833548,59
1428095834541,59
1428095835546,60
1428095836556,59
1428095837568,60
1428095838582,59
1428095839585,58
1428095840586,59
1428095841599,58
1428095842610,57
1428095843608,56
1428095844619,55
1428095845624,54
1428095846630,60
1428095847639,59
1428095848647,58
1428095849652,59
1428095850666,58
1428095851663,57
1428095852681,56
1428095853940,59
1428095854675,59
1428095855689,59
1428095856696,58
1428095857712,57
1428095858709,56
1428095859718,60
1428095860725,59
1428095861725,58
1428095862753,57
1428095863739,56
1428095864752,55
1428095865760,54
1428095866769,53
1428095867779,52
1428095868788,51
1428095869789,50
1428095870799,60
1428095871805,60
1428095872819,60
1428095873818,59
1428095874820,60
1428095875833,59
1428095876842,59
1428095877847,59
1428095878844,58
1428095879863,57
1428095880870,56
1428095881883,55
1428095882894,54
1428095883897,53
1428095884906,52
1428095887028,51
1428095887130,50
1428095887929,60
1428095888921,60
1428095889938,59
1428095890943,59
1428095891952,59
1428095892962,58
1428095893964,57
1428095894974,56
1428095895981,55
1428095896992,54
1428095897988,53
1428095898995,59
1428095899997,58
1428095901008,60
1428095902012,59
1428095903019,58
1428095904027,60
1428095905036,59
1428095906035,60
1428095907046,59
1428095908053,58
1428095909065,60
1428095910068,59
1428095911071,58
1428095912100,60
1428095913097,59
1428095914093,58
1428095915105,57
1428095916112,56
1428095917125,55
1428095918130,54
1428095919371,53
1428095920137,52
1428095921147,60
1428095922171,60
1428095923156,60
1428095924174,59
1428095925177,60
1428095926191,59
1428095927191,60
1428095928204,59
1428095929206,58
1428095930215,57
1428095931234,56
1428095932243,55
1428095933238,54
1428095934259,53
1428095935263,52
1428095936272,60
1428095937286,60
1428095938289,59
1428095939285,58
1428095940287,60
1428095941293,59
1428095942301,58
1428095943318,59
